S.no,tld,LE,BL,DP,LP,CCP,IPP,ACR,WBY,TLDs Reg,TLDs Reg32,TLDs Free32,SG,CO,CPC,SDE,Traffic,Valuation,Bids
3205,com,8,0,0,0,0,0,13,2006,1,1,31,0,0,0,0,13,1454,1
3206,com,6,0,0,0,0,0,0,2016,1,1,31,0,0,0,0,52,0,2
3207,com,5,0,0,0,0,0,15,2016,2,2,30,0,0,0,0,4,1126,2
3208,org,12,0,0,0,0,0,8,2000,6,6,26,0,0,0,0,4,975,1
3209,com,11,2473,64,322,55,61,239,2007,1,1,31,90,0,0,0,0,954,1
3210,com,15,1,0,0,0,0,1,2017,1,1,31,0,0,0,0,30,410,2
3211,com,20,4323,90,5553,94,78,1174,1998,2,2,30,20,7,0,0,0,0,2
3212,org,8,44,1,1,1,1,4,2017,5,4,28,0,0,0,0,70,526,1
3213,com,8,0,0,0,0,0,18,2017,5,9,23,0,0,0,0,0,3703,1
3214,com,16,0,0,0,0,0,2,2017,1,1,31,0,0,0,0,98,253,2
3215,com,7,61830,764,3726,628,736,30,2016,2,2,30,0,0,0,0,3845,1468,3
3216,com,10,446,0,0,0,0,4,2017,1,1,31,0,0,0,0,70,409,1
3217,com,8,0,0,0,0,0,18,1998,10,8,24,590,49,0.71,70,0,2871,7
3218,com,15,0,0,0,0,0,1,2016,2,2,30,20,0,0,0,4,2071,1
3219,com,18,0,0,0,0,0,1,2011,1,1,31,30,5,0,0,7,1193,1
3220,com,9,9625,0,0,0,0,15,2016,1,1,31,33100,20,0.05,10,165,707,1
3221,net,4,1,0,0,0,0,38,2013,14,9,23,390,0,0,20,0,0,2
3222,com,25,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,9,562,1
3223,com,9,1,0,0,0,0,0,2014,1,1,31,0,0,0,0,7,768,1
3224,com,9,2,0,0,0,0,29,2010,6,6,26,1600,13,0.06,30,4,1919,1
3225,com,13,9,1,1,1,1,11,2013,2,2,30,0,0,0,0,67,941,1
3226,com,7,0,0,0,0,0,13,2009,3,1,31,480,3,0,210,0,0,1
3227,com,13,15,0,0,0,0,31,2006,1,2,30,480,1,1.2,10,22,1189,1
3228,com,20,0,0,0,0,0,60,2014,6,5,27,2400,4,0.44,10,0,0,13
3229,com,12,40,6,6,6,6,67,2003,2,2,30,30,2,0.03,0,4,1161,1
3230,com,10,0,0,0,0,0,7,2017,2,2,30,0,0,0,0,33,1540,2
3231,com,10,1,0,0,0,0,38,2002,5,5,27,90,17,0.83,0,22,2925,2
3232,com,15,0,0,0,0,0,1,2012,1,2,30,0,0,0,0,0,1093,1
3233,com,15,0,0,0,0,0,7,2016,1,1,31,0,0,0,0,70,758,1
3234,com,4,7,0,0,0,0,20,2004,6,5,27,0,0,0,0,11,1570,15
3235,com,7,0,0,0,0,0,3,2016,1,1,31,0,0,0,0,4,0,2
3236,com,6,2,0,0,0,0,1,2016,1,1,31,0,0,0,0,11,1016,2
3237,com,11,0,0,0,0,0,17,2017,2,2,30,880,50,0.8,10,0,0,4
3238,com,7,1,0,0,0,0,14,2001,2,2,30,0,0,0,0,3,0,1
3239,com,7,0,0,0,0,0,25,2000,2,2,30,0,0,0,0,3,0,1
3240,com,7,0,0,0,0,0,31,2000,1,1,31,110000,5,0.06,1300,6,0,1
3241,com,6,0,0,0,0,0,63,1999,4,3,29,2900,0,4.95,10,42,0,2
3242,com,5,0,0,0,0,0,19,2000,3,3,29,170,0,0,10,5,0,5
3243,com,9,75,7,8,4,6,275,1998,17,14,18,30,8,0,0,15,0,7
3244,com,5,0,0,0,0,0,9,2003,4,3,29,0,0,0,0,12,0,1
3245,com,5,5,0,0,0,0,28,2000,10,7,25,720,5,0.27,0,12,0,2
3246,com,5,0,0,0,0,0,16,2002,22,15,17,1900,0,0,30,6,0,8
3247,com,14,12,1,2,0,1,44,2003,57,26,6,4400,14,1.4,260,0,0,12
3248,net,9,88,3,3,3,3,75,2004,88,28,4,12100,9,2.01,590,0,0,1
3249,net,4,866,12,22,17,7,46,2015,9,5,27,320,1,0,10,0,0,5
3250,com,14,0,0,0,0,0,40,2010,3,3,29,480,5,5.17,10,0,0,2
3251,com,7,18,3,3,1,2,24,2004,19,14,18,1300,7,0.46,10,0,0,4
3252,com,11,0,0,0,0,0,12,2009,1,1,31,0,0,0,0,0,0,1
3253,com,7,28,3,5,2,2,24,2003,38,22,10,2400,4,0.41,30,0,0,2
3254,com,10,5,1,2,0,1,64,2004,41,23,9,6600,19,0.07,110,0,0,10
3255,com,16,5,1,1,1,1,42,2001,13,11,21,210,15,0.47,20,0,0,1
3256,com,10,9,1,3,1,1,40,2002,17,11,21,210,1,1.83,10,0,0,3
3257,com,17,7,1,3,1,1,18,2002,10,8,24,320,15,13.65,10,0,0,2
3258,com,15,12,3,5,1,2,20,2003,7,7,25,320,57,1.68,10,0,0,4
3259,com,11,1,1,1,1,1,0,2005,7,7,25,0,0,0,0,0,2427,1
3260,com,7,0,0,0,0,0,37,1999,33,18,14,1300,5,0.09,40,31,0,1
3261,com,7,0,0,0,0,0,9,2003,1,1,31,301000,9,0.1,6600,5,0,1
3262,com,8,0,0,0,0,0,8,2000,12,8,24,20,0,0,0,0,0,3
3263,com,6,0,0,0,0,0,18,2000,2,2,30,30,3,0.05,70,5,0,1
3264,com,6,0,0,0,0,0,26,2000,9,9,23,720,91,0.06,20,17,0,1
3265,com,12,14,1,1,0,1,33,2001,3,3,29,90,0,0,0,0,0,1
3266,com,7,537,24,49,0,22,101,2000,6,6,26,210,0,0,10,0,0,3
3267,com,8,0,0,0,0,0,49,2000,8,7,25,320,4,0.05,10,20,0,6
3268,com,9,463995,1,1,0,1,48,2000,23,17,15,3600,6,0.55,30,0,0,45
3269,com,6,0,0,0,0,0,22,2000,4,4,28,50,1,0,0,2,0,1
3270,com,6,0,0,0,0,0,28,2004,8,6,26,4400,1,0.98,90,12,0,1
3271,com,11,0,0,0,0,0,27,1999,7,5,27,110,7,0.26,10,5,0,11
3272,com,7,0,0,0,0,0,20,1999,2,1,31,390,0,0,10,5,0,2
3273,com,7,0,0,0,0,0,16,2000,1,1,31,0,0,0,0,8,0,1
3274,com,6,0,0,0,0,0,55,1999,6,5,27,90500,1,0.49,390,14,0,8
3275,com,5,8,3,4,0,2,26,1999,20,15,17,14800,12,0.12,210,56,0,23
3276,com,11,0,0,0,0,0,26,2008,5,4,28,14800,3,0.28,10,0,0,16
3277,com,7,1,0,0,0,0,29,2000,5,5,27,201000,7,0.14,50,1,0,4
3278,com,7,0,0,0,0,0,9,2004,2,2,30,40,0,0,0,5,0,1
3279,com,6,0,0,0,0,0,7,2002,2,2,30,0,0,0,0,3,0,1
3280,com,7,0,0,0,0,0,10,2003,2,5,27,10,0,0,0,3,0,1
3281,com,6,0,0,0,0,0,17,2003,8,7,25,720,1,0,20,7,0,2
3282,com,9,1,0,0,0,0,75,2000,5,5,27,1300,5,1.04,50,10,0,1
3283,com,9,0,0,0,0,0,19,2000,4,4,28,2900,0,0,10,17,0,6
3284,com,7,1,0,0,0,0,16,1999,5,5,27,74000,1,0.62,3600,3,0,1
3285,com,7,0,0,0,0,0,29,1999,9,7,25,201000,1,0.56,320,6,0,12
3286,com,7,0,0,0,0,0,18,2000,1,1,31,20,2,0,0,1,0,1
3287,com,9,0,0,0,0,0,16,2000,1,1,31,0,0,0,0,3,0,2
3288,com,8,0,0,0,0,0,40,2009,2,2,30,1000,25,0.02,10,0,0,2
3289,com,6,1,0,0,0,0,12,2002,3,3,29,1000,6,0.77,30,20,0,2
3290,com,6,0,0,0,0,0,34,2000,2,2,30,40,1,0,0,4,0,1
3291,com,11,0,0,0,0,0,52,2009,1,1,31,49500,0,1.88,170,0,0,1
3292,com,9,0,0,0,0,0,8,2005,2,3,29,0,0,0,0,2,0,1
3293,com,5,0,0,0,0,0,13,2005,4,2,30,30,15,0.02,0,0,0,2
3294,com,11,0,0,0,0,0,10,2006,2,2,30,260,19,0.37,10,0,0,4
3295,com,8,0,0,0,0,0,15,2005,4,3,29,0,0,0,0,0,0,15
3296,com,10,0,0,0,0,0,43,2002,9,6,26,390,7,0.38,20,0,0,1
3297,com,11,0,0,0,0,0,7,2009,1,1,31,1600,5,0.11,20,4,1429,1
3298,com,8,5,0,0,0,0,11,2009,5,5,27,0,0,0,0,9,1699,1
3299,com,10,3,0,0,0,0,16,2014,3,3,29,0,0,0,0,9,1682,1
3300,com,14,368,0,0,0,0,18,2012,4,4,28,0,0,0,0,7,1423,1
3301,com,24,585,3,14,3,3,34,2017,1,1,31,0,0,0,0,91,193,1
3302,com,12,0,0,0,0,0,5,2015,1,1,31,0,0,0,0,404,1063,2
3303,com,31,0,0,0,0,0,4,2017,1,1,31,0,0,0,0,178,92,2
3304,net,15,0,0,0,0,0,0,2012,13,10,22,0,0,0,0,4,430,1
3305,com,12,7,1,3,0,1,10,2011,1,1,31,50,1,0,12,0,0,4
3306,com,4,27,3,3,2,1,60,1998,9,3,29,140,0,0,30,0,0,40
3307,com,4,1,0,0,0,0,6,2010,9,5,27,50,0,0,0,0,0,33
3308,com,4,84,0,0,0,0,9,2007,10,4,28,20,1,0,18100,0,0,39
3309,com,4,0,0,0,0,0,30,2013,6,2,30,40,0,0,0,0,0,44
3310,com,4,1,0,0,0,0,23,2003,5,4,28,140,1,0.02,10,0,0,53
3311,com,5,0,0,0,0,0,10,2007,1,1,31,50,3,0,0,0,0,2
3312,com,5,0,0,0,0,0,25,2012,4,4,28,0,0,0,0,0,0,1
3313,net,14,0,0,0,0,0,74,2000,50,25,7,27100,4,4.29,40,3,0,1
3314,com,13,7,1,3,1,1,48,2001,19,14,18,135000,32,0.73,3600,0,0,1
3315,com,7,6,1,2,0,1,51,2001,33,22,10,1300,1,0.26,30,0,0,1
3316,com,8,0,0,0,0,0,10,2005,1,1,31,0,0,0,0,0,0,1
3317,com,10,2,0,0,0,0,16,2008,3,3,29,70,5,5.6,0,0,0,2
3318,com,9,1,0,0,0,0,30,2010,5,5,27,90500,3,3.7,1900,0,0,2
3319,com,13,0,0,0,0,0,18,2010,1,1,31,260,15,1.36,10,0,0,1
3320,com,17,0,0,0,0,0,13,2007,1,1,31,10,86,10.37,0,0,0,3
3321,com,14,13,1,1,0,1,94,2010,4,4,28,10,12,0,0,0,0,1
3322,com,14,0,0,0,0,0,19,2014,1,1,31,10,100,0,0,0,0,2
3323,com,18,0,0,0,0,0,12,2008,3,3,29,40,46,6.16,0,0,0,2
3324,com,18,5,0,0,0,0,31,2007,1,1,31,0,0,0,0,0,0,1
3325,com,14,0,0,0,0,0,9,2009,1,1,31,0,0,0,0,0,0,1
3326,com,5,0,0,0,0,0,46,2010,2,1,31,0,0,0,0,0,0,4
3327,com,23,0,0,0,0,0,9,2007,1,1,31,10,86,7.37,0,0,0,3
3328,com,8,0,0,0,0,0,22,2018,2,1,31,20,0,0,0,0,0,1
3329,com,17,0,0,0,0,0,11,2015,1,1,31,0,0,0,0,0,0,4
3330,com,14,14,0,0,0,0,27,2014,2,2,30,0,0,0,40,0,0,2
3331,com,16,905,33,93,32,35,177,2006,1,1,31,0,0,0,0,0,0,1
3332,com,14,0,0,0,0,0,10,2009,2,1,31,590,20,5.46,10,0,0,1
3333,com,11,0,0,0,0,0,1,2013,3,3,29,0,0,0,0,0,0,1
3334,net,11,471,12,178,18,14,12,2016,6,6,26,390,14,2.74,10,0,0,2
3335,net,13,0,0,0,0,0,60,2016,6,6,26,4400,3,0.13,320,0,0,1
3336,com,11,2,0,0,0,0,15,2017,3,2,30,30,0,0,0,0,0,1
3337,com,9,0,1,1,0,0,12,2012,2,2,30,0,0,0,40,0,0,1
3338,com,32,24,3,3,0,3,26,2009,1,1,31,0,0,0,0,0,0,2
3339,com,16,0,0,0,0,0,5,2017,1,1,31,0,0,0,0,0,0,1
3340,com,14,0,0,0,0,0,11,2006,1,1,31,70,53,1.11,0,0,0,1
3341,com,21,71,2,2,2,1,51,2005,1,1,31,0,0,0,0,0,0,1
3342,com,6,532,0,0,0,0,8,2010,4,3,29,0,0,0,0,0,0,1
3343,com,6,0,0,0,0,0,10,2007,2,2,30,0,0,0,0,0,0,1
3344,com,9,106,1,91,0,1,22,2015,2,2,30,260,1,0,10,0,0,2
3345,com,7,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,0,0,1
3346,com,9,3,0,0,0,0,54,2000,36,20,12,320,1,0,10,0,0,3
3347,com,13,5,2,2,2,2,114,2015,4,4,28,1300,67,0.49,10,0,0,2
3348,com,15,3,0,0,0,0,16,2010,3,2,30,880,2,1.58,10,0,0,9
3349,com,14,0,0,0,0,0,3,2018,1,1,31,10,4,0.07,0,0,0,2
3350,com,6,0,0,0,0,0,7,2003,3,2,30,0,0,0,0,0,0,1
3351,com,9,1,0,0,0,0,12,2010,1,1,31,20,1,0,0,0,0,1
3352,com,6,0,0,0,0,0,34,2010,3,3,29,2900,1,0.67,140,0,0,3
3353,com,11,187486,1155,23456,1205,1009,1009,2013,3,3,29,50,0,0,20,0,0,37
3354,com,4,1,0,0,0,0,11,2005,6,4,28,110,0,0,10,0,0,8
3355,net,3,1,0,0,0,0,13,2000,26,16,16,550000,2,0.15,22200,0,0,6
3356,com,18,0,0,0,0,0,11,2000,1,1,31,50,52,5.81,0,0,0,1
3357,com,13,0,0,0,0,0,23,2008,3,3,29,10,1,0,0,0,0,2
3358,com,6,1,0,0,0,0,24,2009,1,1,31,0,0,0,0,0,0,2
3359,com,11,0,0,0,0,0,1,2018,3,2,30,0,0,0,0,0,0,1
3360,com,12,21,3,4,0,3,90,2001,1,1,31,10,0,0,0,0,0,2
3361,com,13,0,0,0,0,0,195,2014,3,3,29,27100,1,0.06,260,0,0,1
3362,com,12,0,0,0,0,0,20,2004,2,2,30,0,0,0,0,0,0,1
3363,com,16,0,0,0,0,0,7,2010,4,4,28,10,17,2.03,0,0,0,1
3364,com,9,268,2,4,0,2,36,2003,16,13,19,260,4,0,10,0,0,1
3365,com,10,9,3,4,3,2,58,2002,11,10,22,590,3,0,10,0,0,2
3366,com,12,0,0,0,0,0,10,2005,1,1,31,720,59,1.8,70,0,0,8
3367,com,11,0,0,0,0,0,28,2013,3,3,29,140,2,0.27,10,0,0,4
3368,com,13,880,13,37,13,14,87,2006,4,4,28,170,0,0,40,0,0,8
3369,com,5,2,0,0,0,0,45,2001,10,6,26,0,0,0,0,0,0,2
3370,com,14,0,0,0,0,0,12,2007,1,1,31,320,2,1.27,10,0,0,1
3371,com,10,0,0,0,0,0,29,2000,6,6,26,720,6,2.17,20,0,0,7
3372,com,16,0,0,0,0,0,11,2007,2,2,30,0,0,0,0,0,0,4
3373,com,8,0,0,0,0,0,21,2006,1,1,31,10,8,0.06,0,0,0,1
3374,com,11,107,1,2,1,1,28,2006,3,3,29,60500,5,0.63,18100,0,0,1
3375,com,15,0,0,0,0,0,38,2006,2,1,31,260,34,0.42,10,0,0,2
3376,com,11,0,0,0,0,0,12,2005,2,2,30,90,0,0,10,0,0,5
3377,com,11,0,0,0,0,0,13,2006,5,5,27,0,0,0,0,0,0,2
3378,com,6,3,0,0,0,0,27,2007,6,3,29,10,3,0,8100,0,0,1
3379,com,13,1,0,0,0,0,23,2002,6,6,26,0,0,0,0,0,0,1
3380,com,11,112,12,21,4,14,53,2007,1,1,31,880,1,0,10,0,0,1
3381,com,8,0,0,0,0,0,21,2006,10,6,26,0,0,0,0,0,0,2
3382,com,11,0,0,0,0,0,10,2006,4,4,28,0,0,0,0,0,0,2
3383,com,8,0,0,0,0,0,35,2001,7,7,25,9900,100,0.99,210,0,0,23
3384,com,14,0,0,0,0,0,20,2006,2,2,30,50,12,0.04,0,0,0,1
3385,com,6,0,0,0,0,0,12,2007,2,2,30,0,0,0,0,0,0,2
3386,com,6,2,0,0,0,0,52,2001,9,7,25,22200,4,0.04,390,0,0,30
3387,com,9,0,0,0,0,0,12,2007,2,2,30,0,0,0,0,0,0,1
3388,com,9,0,0,0,0,0,30,2006,9,7,25,1600,4,0.4,110,0,0,3
3389,com,9,0,0,0,0,0,44,2006,7,5,27,590,2,0.03,10,0,0,3
3390,com,7,0,0,0,0,0,13,2006,2,1,31,70,13,0,0,0,0,1
3391,com,11,0,0,0,0,0,34,2006,1,1,31,3600,1,1.42,50,0,0,12
3392,com,11,0,0,0,0,0,18,2006,5,3,29,390,19,6.58,10,0,0,7
3393,com,12,0,0,0,0,0,1,2012,1,1,31,10,0,0,0,0,0,3
3394,com,9,0,0,0,0,0,27,2006,4,4,28,390,2,0.16,10,0,0,5
3395,com,6,425,38,51,0,33,300,1997,2,2,30,0,0,0,0,0,0,9
3396,com,9,249,32,44,34,29,338,1999,43,26,6,2400,1,0.5,20,0,0,10
3397,com,9,2,1,1,0,1,79,2001,21,19,13,22200,11,2.65,170,0,0,10
3398,com,7,0,0,0,0,0,19,2001,15,9,23,1900,2,0.44,30,0,0,20
3399,com,11,0,0,0,0,0,14,2006,5,5,27,5400,2,0.62,40,0,0,5
3400,com,10,6,0,0,0,0,13,2005,4,4,28,170,6,0.01,10,0,0,7
3401,com,7,0,0,0,0,0,26,2001,1,1,31,2400,1,0.18,50,0,0,2
3402,com,5,0,0,0,0,0,32,2001,3,3,29,720,100,1.77,20,0,0,3
3403,com,4,0,0,0,0,0,12,2007,2,2,30,0,0,0,0,0,0,23
3404,com,9,0,0,0,0,0,24,2007,3,2,30,480,8,0.19,10,0,0,6
3405,com,6,0,0,0,0,0,17,2000,11,9,23,170,1,0,10,0,0,6
3406,com,13,0,0,0,0,0,18,2007,2,2,30,0,0,0,0,0,0,1
3407,com,5,176,8,15,8,8,71,2000,2,2,30,110,1,0,10,0,0,1
3408,com,4,1,0,0,0,0,50,2001,9,7,25,1900,3,0.22,170,0,0,52
3409,com,13,0,0,0,0,0,8,2007,2,2,30,2400,3,1.5,10,0,0,1
3410,com,6,2,0,0,0,0,49,2001,9,8,24,0,0,0,0,0,0,2
3411,com,4,1,0,0,0,0,11,2007,2,2,30,0,0,0,0,0,0,7
3412,com,18,0,0,0,0,0,7,2008,1,1,31,0,0,0,0,0,0,1
3413,com,4,0,0,0,0,0,8,2007,8,3,29,0,0,0,0,0,0,50
3414,com,13,770,45,119,52,40,284,1998,10,9,23,590,52,0.06,10,0,0,15
3415,com,9,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,0,0,1
3416,com,5,0,0,0,0,0,41,2003,13,6,26,0,0,0,0,0,0,2
3417,com,6,0,0,0,0,0,33,2002,12,8,24,0,0,0,0,0,0,1
3418,com,5,3,2,2,2,2,21,2003,11,8,24,0,0,0,0,0,0,1
3419,com,5,1,0,0,0,0,119,2003,13,9,23,0,0,0,0,0,0,1
3420,com,8,2,0,0,0,0,55,1999,14,10,22,0,0,0,0,0,0,1
3421,com,6,0,0,0,0,0,63,2006,3,3,29,0,0,0,0,0,0,3
3422,com,7,45,4,7,4,4,204,2000,18,12,20,0,0,0,0,0,0,7
3423,com,4,807,4,169,4,4,61,2015,5,4,28,0,0,0,0,0,0,1
3424,com,11,2,0,0,0,0,80,2014,1,1,31,720,23,1.4,10,0,0,2
3425,com,16,6,2,2,2,2,89,2012,4,3,29,2900,1,0.37,10,0,0,4
3426,com,4,0,0,0,0,0,13,2007,2,1,31,20,0,0,0,0,0,9
3427,com,9,2,1,1,1,1,51,2014,6,5,27,0,0,0,0,0,0,3
3428,com,7,29,3,4,4,3,228,1995,144,30,2,90500,4,0.45,1000,0,0,6
3429,com,11,0,0,0,0,0,2,2009,3,3,29,0,0,0,0,0,0,1
3430,com,4,1219,1,4,1,1,21,2011,4,3,29,720,0,0,20,0,0,3
3431,net,3,5,1,1,0,1,38,2000,55,23,9,14800,0,0,0,0,0,1
3432,com,10,0,0,0,0,0,5,2015,3,3,29,0,0,0,0,0,0,5
3433,com,8,0,0,0,0,0,1,2015,2,2,30,0,0,0,0,0,0,1
3434,com,9,4,0,0,0,0,80,2007,5,5,27,0,0,0,0,0,0,4
3435,com,8,1,0,0,0,0,15,2008,6,6,26,260,4,0.01,10,0,0,10
3436,org,7,5,0,0,0,0,54,2004,74,30,2,5000000,1,1.29,74000,0,0,3
3437,com,13,0,0,0,0,0,19,2006,2,2,30,20,4,0,0,0,0,1
3438,com,11,0,0,0,0,0,9,2008,1,1,31,260,1,0,10,0,0,2
3439,com,6,1,1,1,1,1,45,2004,1,1,31,8100,0,3.88,390,0,0,2
3440,com,12,1,0,0,0,0,24,2014,3,3,29,0,0,0,0,0,0,9
3441,com,4,1,0,0,0,0,81,2003,3,3,29,390,4,0.23,10,0,0,7
3442,com,4,1,1,1,0,1,70,2006,4,4,28,27100,0,0.06,10,0,0,4
3443,com,4,0,0,0,0,0,52,2013,8,6,26,480,0,0,0,0,0,5
3444,com,12,2,0,0,0,0,36,2016,2,2,30,110,21,0.19,10,0,0,3
3445,com,7,16,3,6,4,4,18,2013,2,2,30,0,0,0,0,0,0,1
3446,com,16,1,0,0,0,0,24,2016,2,1,31,27100,5,0.09,1000,0,0,1
3447,com,10,15,0,0,0,0,10,2013,1,1,31,0,0,0,0,0,0,1
3448,com,6,0,0,0,0,0,20,2009,1,1,31,0,0,0,0,0,0,1
3449,com,13,0,0,0,0,0,6,2005,3,2,30,5400,19,0.85,110,0,0,1
3450,com,14,0,1,2,1,1,9,2005,5,3,29,5400,19,0.85,110,0,0,1
3451,com,9,0,0,0,0,0,7,2015,5,5,27,480,12,2.22,30,0,0,1
3452,com,12,0,0,0,0,0,1,2014,1,1,31,0,0,0,0,4,0,1
3453,com,7,0,0,0,0,0,1,2015,1,1,31,0,0,0,0,0,0,1
3454,com,20,0,0,0,0,0,7,2011,2,2,30,0,0,0,0,0,0,1
3455,com,3,3139,17,47,17,18,166,2004,11,6,26,70,2,0,0,0,0,59
3456,com,11,10,3,5,1,2,64,2000,34,23,9,165000,13,3.77,720,0,0,6
3457,com,5,4,2,2,1,2,57,2011,4,4,28,140,0,0,10,0,0,1
3458,com,10,1,0,0,0,0,9,2010,1,1,31,18100,41,4.1,10,0,0,1
3459,com,10,90,3,6,5,3,81,2003,52,26,6,33100,2,0.76,1000,0,0,1
3460,com,12,2180,17,118,15,18,73,2015,1,1,31,9900,1,0.65,260,0,0,1
3461,com,11,0,0,0,0,0,19,2005,3,3,29,20,39,0.01,0,0,0,5
3462,com,10,7,1,3,0,1,86,1998,52,22,10,673000,4,1.73,12100,0,0,5
3463,com,16,2,0,0,0,0,77,2001,10,8,24,2900,54,0.61,40,0,0,1
3464,com,19,0,0,0,0,0,39,1998,10,9,23,1300,1,0.27,40,0,0,3
3465,com,5,485,37,120,28,38,89,2017,1,1,31,0,0,0,0,0,0,6
3466,com,11,0,0,0,0,0,12,2008,1,1,31,40500,76,0.76,260,0,0,1
3467,com,10,0,0,0,0,0,18,2012,1,1,31,10,0,0,0,0,0,2
3468,com,11,0,0,0,0,0,27,2011,4,3,29,0,0,0,0,0,0,3
3469,com,13,0,0,0,0,0,18,2012,3,3,29,590,15,1.56,10,0,0,1
3470,com,8,78,8,9,8,8,86,1999,6,5,27,590,29,0.21,20,0,0,1
3471,com,7,0,0,0,0,0,14,2001,7,5,27,2900,41,0.8,40,0,0,1
3472,com,9,0,0,0,0,0,34,2005,7,6,26,480,1,0,70,0,0,1
3473,com,8,0,0,0,0,0,16,2003,5,5,27,320,13,11.97,10,0,0,1
3474,com,10,26,6,8,6,4,130,1997,2,2,30,40,11,0,0,0,0,1
3475,com,7,1,0,0,0,0,34,2009,1,1,31,5400,1,2.01,70,0,0,3
3476,com,11,0,0,0,0,0,23,2004,4,4,28,4400,10,0.45,10,0,0,1
3477,com,5,0,0,0,0,0,30,2009,5,5,27,1900,1,0.64,40,0,0,3
3478,com,5,0,0,0,0,0,16,2017,2,2,30,50,3,0,0,0,0,1
3479,com,8,1,0,0,0,0,54,2009,8,6,26,2900,3,0.99,10,0,0,2
3480,com,5,9416,62,6816,32,56,94,2009,18,12,20,27100,21,0.11,0,0,0,5
3481,com,5,0,0,0,0,0,24,2009,2,2,30,18100,11,0.03,260,0,0,1
3482,com,4,2,1,1,0,1,17,2006,8,2,30,0,0,0,0,0,0,3
3483,com,4,102,1,1,1,1,112,1999,10,6,26,0,0,0,0,0,0,3
3484,com,14,0,0,0,0,0,1,2011,1,1,31,20,8,0,0,0,0,1
3485,com,10,66793,649,10339,0,557,295,2009,1,1,31,10,0,0,0,0,0,14
3486,com,5,0,0,0,0,0,16,2008,1,1,31,0,0,0,0,0,0,1
3487,net,4,3,1,1,1,1,115,2003,97,29,3,22200,4,0.52,90,0,0,5
3488,net,8,0,0,0,0,0,7,2010,6,5,27,18100,38,3.68,70,4,0,1
3489,org,9,9,3,3,2,2,44,2002,70,20,12,673000,7,1.41,8100,0,0,1
3490,com,6,15,0,0,0,0,119,2006,5,4,28,110,1,0,10,0,0,7
3491,com,18,0,0,0,0,0,4,2009,1,1,31,10,0,0,0,0,0,1
3492,com,8,0,0,0,0,0,45,2000,6,4,28,9900,0,0.05,390,0,0,5
3493,com,13,0,0,0,0,0,16,1999,1,1,31,70,4,0,0,0,0,1
3494,com,12,0,0,0,0,0,9,2009,4,3,29,2400,95,0.51,20,0,0,2
3495,com,6,0,0,0,0,0,44,2008,10,9,23,0,0,0,0,0,0,5
3496,com,4,0,0,0,0,0,37,2005,9,7,25,170,1,0,30,0,0,1
3497,com,12,1149,34,167,46,31,83,2008,2,2,30,260,2,0.41,10,0,0,1
3498,com,8,10790,22,114,24,14,100,2009,2,2,30,0,0,0,0,0,0,3
3499,com,15,1,0,0,0,0,70,2010,3,3,29,10,13,0,0,0,0,1
3500,com,5,0,0,0,0,0,11,2006,7,6,26,0,0,0,0,0,0,19
3501,com,9,0,0,0,0,0,25,2006,6,5,27,0,0,0,0,0,0,18
3502,com,6,1,0,0,0,0,4,2008,3,3,29,0,0,0,0,0,0,2
3503,net,6,1,0,0,0,0,7,2008,3,3,29,0,0,0,0,0,0,1
3504,com,8,0,0,0,0,0,8,2005,2,2,30,140,4,0.29,10,0,0,1
3505,com,8,0,0,0,0,0,18,2015,2,2,30,12100,0,0,320,0,0,1
3506,com,11,0,0,0,0,0,10,2009,1,1,31,0,0,0,0,0,0,1
3507,com,11,0,0,0,0,0,9,2008,3,3,29,210,75,0.16,10,0,0,5
3508,com,15,0,0,0,0,0,46,2004,7,6,26,70,11,0,0,0,0,6
3509,com,12,393,0,0,0,0,7,2017,1,1,31,0,0,0,0,0,0,1
3510,com,11,0,0,0,0,0,5,2012,1,1,31,20,1,0,0,0,0,4
3511,com,12,0,0,0,0,0,1,2014,1,1,31,0,0,0,0,0,0,1
3512,com,15,1366,20,34,16,17,181,2000,8,6,26,1000,2,1.22,20,0,2781,2
3513,com,9,9,0,0,0,0,100,1998,21,11,21,1000,1,0.32,20,0,4362,29
3514,com,6,231,12,16,12,12,86,2004,25,19,13,0,0,0,0,0,4165,53
3515,com,7,0,0,0,0,0,11,2016,1,1,31,0,0,0,0,11,0,2
3516,com,8,62,0,0,0,0,2,2016,1,2,30,0,0,0,0,7,0,2
3517,com,7,58,4,13,7,4,51,1997,44,25,7,368000,8,1,60500,0,0,5
3518,com,14,28561,30,116,22,20,222,2009,1,1,31,720,4,0,0,0,0,1
3519,com,17,6,1,1,1,1,30,1999,13,10,22,0,0,0,0,0,0,2
3520,com,8,60,2,2,0,2,51,1997,43,22,10,27100,3,0.52,50,0,0,4
3521,com,11,102,4,24,10,4,6,2014,1,1,31,70,23,4.28,0,0,0,1
3522,com,10,0,0,0,0,0,6,2015,1,1,31,0,0,0,0,0,0,1
3523,com,4,1,1,1,1,1,15,2006,6,4,28,0,0,0,0,7,2017,6
3524,com,10,38888,7,39,5,7,198,2003,1,1,31,720,2,0,10,0,0,2
3525,com,11,3,0,0,0,0,22,2002,1,1,31,110,23,0.39,10,2,1179,1
